window_index,start_ps,end_ps,toggled_bits,toggle_events
0,0,80000,789609,394587
1,80000,160000,5579,2228
2,160000,240000,7228,2256
3,240000,320000,10448,2561
4,320000,400000,7855,2345
5,400000,480000,9918,2449
6,480000,560000,12893,2530
7,560000,640000,12348,2545
8,640000,720000,11367,2575
9,720000,800000,14635,2776
10,800000,880000,15918,3479
11,880000,960000,13066,2670
12,960000,1040000,18999,3537
13,1040000,1120000,19994,3812
14,1120000,1200000,16439,3526
15,1200000,1280000,12879,2413
16,1280000,1360000,22033,4058
17,1360000,1440000,24095,4278
18,1440000,1520000,15940,3405
19,1520000,1600000,13558,2604
20,1600000,1680000,22587,4089
21,1680000,1760000,20796,3940
22,1760000,1840000,16576,3517
23,1840000,1920000,14431,2829
24,1920000,2000000,21854,4090
25,2000000,2080000,20072,3664
26,2080000,2160000,16310,3438
27,2160000,2240000,16509,3178
28,2240000,2320000,23163,4096
29,2320000,2400000,18316,3656
30,2400000,2480000,15928,3207
31,2480000,2560000,18046,3400
32,2560000,2640000,22269,4099
33,2640000,2720000,18412,3633
34,2720000,2800000,15477,3108
35,2800000,2880000,18983,3532
36,2880000,2960000,23117,4202
37,2960000,3040000,17146,3618
38,3040000,3120000,13572,2694
39,3120000,3200000,20360,3863
40,3200000,3280000,23085,4232
41,3280000,3360000,17265,3603
42,3360000,3440000,13180,2483
43,3440000,3520000,22027,4071
44,3520000,3600000,23442,4370
45,3600000,3680000,16735,3524
46,3680000,3760000,13059,2413
47,3760000,3840000,21872,4061
48,3840000,3920000,24046,4283
49,3920000,4000000,16288,3405
50,4000000,4080000,14086,2604
51,4080000,4160000,22149,4100
52,4160000,4240000,20675,3933
53,4240000,4320000,16755,3517
54,4320000,4400000,14798,2829
55,4400000,4480000,22012,4090
56,4480000,4560000,19301,3684
57,4560000,4640000,16541,3438
58,4640000,4720000,17535,3178
59,4720000,4800000,22802,4107
60,4800000,4880000,18801,3669
61,4880000,4960000,16168,3207
62,4960000,5040000,18255,3400
63,5040000,5120000,23876,4102
64,5120000,5200000,18679,3638
65,5200000,5280000,15845,3108
66,5280000,5360000,19339,3532
67,5360000,5440000,22549,4201
68,5440000,5520000,17096,3613
69,5520000,5600000,13549,2694
70,5600000,5680000,19800,3864
71,5680000,5760000,23313,4228
72,5760000,5840000,17124,3600
73,5840000,5920000,13261,2483
74,5920000,6000000,21761,4070
75,6000000,6080000,23834,4376
76,6080000,6160000,16789,3525
77,6160000,6240000,13199,2413
78,6240000,6320000,22251,4058
79,6320000,6400000,24267,4278
80,6400000,6480000,16176,3405
81,6480000,6560000,14033,2604
82,6560000,6640000,22801,4089
83,6640000,6720000,21392,3934
84,6720000,6800000,16772,3517
85,6800000,6880000,14610,2829
86,6880000,6960000,21665,4093
87,6960000,7040000,19784,3661
88,7040000,7120000,16580,3438
89,7120000,7200000,17616,3178
90,7200000,7280000,23532,4096
91,7280000,7360000,18853,3656
92,7360000,7440000,16399,3207
93,7440000,7520000,18534,3400
94,7520000,7600000,23256,4099
95,7600000,7680000,18500,3639
96,7680000,7760000,15762,3108
97,7760000,7840000,19268,3532
98,7840000,7920000,23236,4206
99,7920000,8000000,17407,3624
100,8000000,8080000,14019,2694
101,8080000,8160000,21001,3863
102,8160000,8240000,23648,4232
103,8240000,8320000,17494,3603
104,8320000,8400000,13522,2483
105,8400000,8480000,22067,4071
106,8480000,8560000,23490,4376
107,8560000,8640000,17140,3524
108,8640000,8720000,13518,2413
109,8720000,8800000,22452,4061
110,8800000,8880000,23987,4283
111,8880000,8960000,16439,3405
112,8960000,9040000,14092,2604
113,9040000,9120000,22818,4100
114,9120000,9200000,20863,3933
115,9200000,9280000,16688,3517
116,9280000,9360000,14530,2829
117,9360000,9440000,21885,4084
118,9440000,9520000,20266,3672
119,9520000,9600000,16435,3438
120,9600000,9680000,17157,3178
121,9680000,9760000,23017,4101
122,9760000,9840000,18636,3663
123,9840000,9920000,15422,3207
124,9920000,10000000,17317,3400
125,10000000,10080000,22823,4102
126,10080000,10160000,18429,3638
127,10160000,10240000,14759,3108
128,10240000,10320000,18243,3532
129,10320000,10400000,21912,4201
130,10400000,10480000,16702,3613
131,10480000,10560000,13157,2694
132,10560000,10640000,19625,3864
133,10640000,10720000,23664,4220
134,10720000,10800000,17090,3600
135,10800000,10880000,13102,2483
136,10880000,10960000,21773,4070
137,10960000,11040000,24214,4370
138,11040000,11120000,16600,3525
139,11120000,11200000,12785,2413
140,11200000,11280000,21689,4058
141,11280000,11360000,24164,4278
142,11360000,11440000,15725,3405
143,11440000,11520000,13247,2604
144,11520000,11600000,21823,4095
145,11600000,11680000,20673,3934
146,11680000,11760000,16150,3517
147,11760000,11840000,14372,2829
148,11840000,11920000,22075,4087
149,11920000,12000000,20249,3667
150,12000000,12080000,15932,3438
151,12080000,12160000,16378,3178
152,12160000,12240000,22991,4102
153,12240000,12320000,18435,3656
154,12320000,12400000,15335,3207
155,12400000,12480000,17715,3400
156,12480000,12560000,23704,4105
157,12560000,12640000,18671,3633
158,12640000,12720000,15115,3108
159,12720000,12800000,18457,3532
160,12800000,12880000,22328,4206
161,12880000,12960000,17291,3618
162,12960000,13040000,13261,2694
163,13040000,13120000,20183,3863
164,13120000,13200000,23740,4229
165,13200000,13280000,17030,3606
166,13280000,13360000,13169,2483
167,13360000,13440000,21926,4071
168,13440000,13520000,24179,4370
169,13520000,13600000,16658,3524
170,13600000,13680000,13106,2413
171,13680000,13760000,22221,4061
172,13760000,13840000,25157,4283
173,13840000,13920000,16266,3405
174,13920000,14000000,14096,2604
175,14000000,14080000,22602,4094
176,14080000,14160000,20907,3933
177,14160000,14240000,16662,3517
178,14240000,14320000,14756,2829
179,14320000,14400000,22312,4084
180,14400000,14480000,20217,3684
181,14480000,14560000,16009,3438
182,14560000,14640000,17213,3178
183,14640000,14720000,23459,4101
184,14720000,14800000,18794,3669
185,14800000,14880000,15590,3207
186,14880000,14960000,17750,3400
187,14960000,15040000,24131,4102
188,15040000,15120000,18591,3638
189,15120000,15200000,14947,3108
190,15200000,15280000,18269,3532
191,15280000,15360000,22788,4201
192,15360000,15440000,16981,3613
193,15440000,15520000,13270,2694
194,15520000,15600000,19765,3864
195,15600000,15680000,22929,4220
196,15680000,15760000,16881,3600
197,15760000,15840000,13258,2483
198,15840000,15920000,21608,4070
199,15920000,16000000,24032,4370
200,16000000,16080000,16486,3525
201,16080000,16160000,12958,2413
202,16160000,16240000,21874,4058
203,16240000,16320000,24339,4284
204,16320000,16400000,15958,3405
205,16400000,16480000,14098,2604
206,16480000,16560000,23025,4095
207,16560000,16640000,20873,3934
208,16640000,16720000,16570,3517
209,16720000,16800000,14617,2829
210,16800000,16880000,22423,4093
211,16880000,16960000,20488,3661
212,16960000,17040000,16320,3438
213,17040000,17120000,17220,3178
214,17120000,17200000,23224,4102
215,17200000,17280000,18603,3656
216,17280000,17360000,15710,3207
217,17360000,17440000,18117,3400
218,17440000,17520000,22935,4099
219,17520000,17600000,18174,3633
220,17600000,17680000,15345,3108
221,17680000,17760000,18940,3532
222,17760000,17840000,22717,4194
223,17840000,17920000,17274,3618
224,17920000,18000000,13592,2694
225,18000000,18080000,20477,3863
226,18080000,18160000,23104,4226
227,18160000,18240000,17268,3603
228,18240000,18320000,13669,2483
229,18320000,18400000,22650,4077
230,18400000,18480000,24535,4370
231,18480000,18560000,16882,3524
232,18560000,18640000,13376,2413
233,18640000,18720000,21788,4061
234,18720000,18800000,23561,4289
235,18800000,18880000,16069,3405
236,18880000,18960000,14185,2604
237,18960000,19040000,22760,4100
238,19040000,19120000,21261,3939
239,19120000,19200000,16576,3517
240,19200000,19280000,14791,2829
241,19280000,19360000,22385,4084
242,19360000,19440000,20330,3672
243,19440000,19520000,16421,3438
244,19520000,19600000,17583,3178
245,19600000,19680000,23090,4101
246,19680000,19760000,18564,3663
247,19760000,19840000,15303,3207
248,19840000,19920000,16895,3400
249,19920000,20000000,23647,4111
250,20000000,20080000,18076,3641
251,20080000,20160000,14744,3108
252,20160000,20240000,17857,3532
253,20240000,20320000,23100,4195
254,20320000,20400000,16982,3613
255,20400000,20480000,13149,2694
256,20480000,20560000,19907,3864
257,20560000,20640000,22975,4220
258,20640000,20720000,16950,3600
259,20720000,20800000,12997,2483
260,20800000,20880000,21560,4070
261,20880000,20960000,23873,4376
262,20960000,21040000,16379,3525
263,21040000,21120000,12753,2413
264,21120000,21200000,21601,4064
265,21200000,21280000,23834,4284
266,21280000,21360000,15848,3405
267,21360000,21440000,13613,2604
268,21440000,21520000,22535,4089
269,21520000,21600000,20360,3934
270,21600000,21680000,16327,3517
271,21680000,21760000,14544,2829
272,21760000,21840000,21886,4087
273,21840000,21920000,19794,3661
274,21920000,22000000,16194,3438
275,22000000,22080000,16185,3178
276,22080000,22160000,23428,4096
277,22160000,22240000,18347,3656
278,22240000,22320000,15513,3207
279,22320000,22400000,17484,3400
280,22400000,22480000,21773,4099
281,22480000,22560000,18089,3633
282,22560000,22640000,14996,3108
283,22640000,22720000,18185,3532
284,22720000,22800000,21875,4200
285,22800000,22880000,16674,3618
286,22880000,22960000,13360,2694
287,22960000,23040000,19820,3863
288,23040000,23120000,22567,4226
289,23120000,23200000,16861,3603
290,23200000,23280000,12807,2483
291,23280000,23360000,21229,4071
292,23360000,23440000,23634,4380
293,23440000,23520000,16403,3524
294,23520000,23600000,12740,2413
295,23600000,23680000,21487,4067
296,23680000,23760000,24146,4289
297,23760000,23840000,16202,3405
298,23840000,23920000,13752,2604
299,23920000,24000000,21930,4094
300,24000000,24080000,20456,3933
301,24080000,24160000,16592,3517
302,24160000,24240000,14678,2829
303,24240000,24320000,21811,4084
304,24320000,24400000,19804,3672
305,24400000,24480000,16213,3438
306,24480000,24560000,16677,3178
307,24560000,24640000,22743,4101
308,24640000,24720000,18684,3663
309,24720000,24800000,15799,3207
310,24800000,24880000,17646,3400
311,24880000,24960000,22393,4102
312,24960000,25040000,18471,3638
313,25040000,25120000,15390,3108
314,25120000,25200000,18790,3532
315,25200000,25280000,22431,4195
316,25280000,25360000,17366,3613
317,25360000,25440000,13174,2694
318,25440000,25520000,19943,3864
319,25520000,25600000,23627,4220
320,25600000,25680000,17261,3600
321,25680000,25760000,12997,2483
322,25760000,25840000,21645,4070
323,25840000,25920000,24005,4370
324,25920000,26000000,16329,3525
325,26000000,26080000,12779,2413
326,26080000,26160000,21686,4058
327,26160000,26240000,23874,4278
328,26240000,26320000,15982,3405
329,26320000,26400000,13830,2604
330,26400000,26480000,22436,4089
331,26480000,26560000,19903,3934
332,26560000,26640000,16505,3517
333,26640000,26720000,14148,2829
334,26720000,26800000,21413,4093
335,26800000,26880000,19954,3661
336,26880000,26960000,16052,3438
337,26960000,27040000,16942,3178
338,27040000,27120000,23043,4102
339,27120000,27200000,18340,3662
340,27200000,27280000,15977,3207
341,27280000,27360000,18294,3400
342,27360000,27440000,23571,4099
343,27440000,27520000,18175,3633
344,27520000,27600000,15729,3108
345,27600000,27680000,19067,3532
346,27680000,27760000,22720,4194
347,27760000,27840000,17283,3618
348,27840000,27920000,13729,2694
349,27920000,28000000,20633,3863
350,28000000,28080000,23516,4240
351,28080000,28160000,17203,3603
352,28160000,28240000,13291,2483
353,28240000,28320000,21841,4071
354,28320000,28400000,23446,4370
355,28400000,28480000,16531,3524
356,28480000,28560000,13160,2413
357,28560000,28640000,22042,4061
358,28640000,28720000,23940,4283
359,28720000,28800000,15954,3405
360,28800000,28880000,13865,2604
361,28880000,28960000,22520,4094
362,28960000,29040000,20842,3933
363,29040000,29120000,16544,3517
364,29120000,29200000,14424,2829
365,29200000,29280000,22347,4084
366,29280000,29360000,20275,3672
367,29360000,29440000,16018,3438
368,29440000,29520000,16264,3178
369,29520000,29600000,21907,4101
370,29600000,29680000,18478,3663
371,29680000,29760000,15389,3207
372,29760000,29840000,17482,3400
373,29840000,29920000,23452,4102
374,29920000,30000000,18178,3638
375,30000000,30080000,15008,3108
376,30080000,30160000,18437,3532
377,30160000,30240000,22414,4195
378,30240000,30320000,16850,3613
379,30320000,30400000,13267,2694
380,30400000,30480000,20031,3864
381,30480000,30560000,23651,4220
382,30560000,30640000,17420,3600
383,30640000,30720000,13037,2483
384,30720000,30800000,22205,4070
385,30800000,30880000,24205,4370
386,30880000,30960000,16477,3525
387,30960000,31040000,12645,2413
388,31040000,31120000,20877,4058
389,31120000,31200000,23325,4284
390,31200000,31280000,15753,3405
391,31280000,31360000,13105,2604
392,31360000,31440000,22482,4089
393,31440000,31520000,20961,3934
394,31520000,31600000,16055,3517
395,31600000,31680000,14126,2829
396,31680000,31760000,22524,4087
397,31760000,31840000,20438,3661
398,31840000,31920000,16072,3438
399,31920000,32000000,16581,3178
400,32000000,32080000,23217,4096
401,32080000,32160000,18509,3656
402,32160000,32240000,15434,3207
403,32240000,32320000,17165,3400
404,32320000,32400000,22865,4105
405,32400000,32480000,17864,3639
406,32480000,32560000,14986,3108
407,32560000,32640000,18497,3532
408,32640000,32720000,23457,4194
409,32720000,32800000,16959,3618
410,32800000,32880000,13261,2694
411,32880000,32960000,19901,3863
412,32960000,33040000,23780,4226
413,33040000,33120000,17151,3603
414,33120000,33200000,12978,2483
415,33200000,33280000,21403,4071
416,33280000,33360000,23196,4370
417,33360000,33440000,16601,3524
418,33440000,33520000,12770,2413
419,33520000,33600000,21664,4061
420,33600000,33680000,24299,4283
421,33680000,33760000,15938,3405
422,33760000,33840000,13573,2604
423,33840000,33920000,22447,4094
424,33920000,34000000,20745,3933
425,34000000,34080000,16462,3517
426,34080000,34160000,14366,2829
427,34160000,34240000,22273,4084
428,34240000,34320000,19918,3678
429,34320000,34400000,16249,3438
430,34400000,34480000,16917,3178
431,34480000,34560000,22799,4101
432,34560000,34640000,18849,3663
433,34640000,34720000,15750,3207
434,34720000,34800000,18070,3400
435,34800000,34880000,22681,4102
436,34880000,34960000,18424,3638
437,34960000,35040000,15317,3108
438,35040000,35120000,18432,3532
439,35120000,35200000,23160,4207
440,35200000,35280000,17194,3613
441,35280000,35360000,13552,2694
442,35360000,35440000,20451,3864
443,35440000,35520000,23711,4220
444,35520000,35600000,17104,3600
445,35600000,35680000,13164,2483
446,35680000,35760000,21808,4070
447,35760000,35840000,24551,4379
448,35840000,35920000,16758,3528
449,35920000,36000000,12917,2413
450,36000000,36080000,21462,4058
451,36080000,36160000,23548,4278
452,36160000,36240000,16134,3405
453,36240000,36320000,13711,2604
454,36320000,36400000,22900,4089
455,36400000,36480000,20742,3934
456,36480000,36560000,16665,3517
457,36560000,36640000,14589,2829
458,36640000,36720000,22247,4093
459,36720000,36800000,19972,3667
460,36800000,36880000,16287,3438
461,36880000,36960000,16781,3178
462,36960000,37040000,22976,4096
463,37040000,37120000,18398,3656
464,37120000,37200000,15628,3207
465,37200000,37280000,17983,3400
466,37280000,37360000,22678,4105
467,37360000,37440000,18392,3639
468,37440000,37520000,15372,3108
469,37520000,37600000,19125,3532
470,37600000,37680000,22503,4194
471,37680000,37760000,17426,3624
472,37760000,37840000,13528,2694
473,37840000,37920000,20473,3863
474,37920000,38000000,24305,4226
475,38000000,38080000,17408,3603
476,38080000,38160000,13283,2483
477,38160000,38240000,22242,4071
478,38240000,38320000,23620,4370
479,38320000,38400000,16678,3524
480,38400000,38480000,12631,2413
481,38480000,38560000,21739,4061
482,38560000,38640000,24073,4283
483,38640000,38720000,16252,3405
484,38720000,38800000,13633,2604
485,38800000,38880000,23037,4096
486,38880000,38960000,21242,3941
487,38960000,39040000,16659,3517
488,39040000,39120000,13988,2829
489,39120000,39200000,22838,4084
490,39200000,39280000,20733,3672
491,39280000,39360000,16213,3438
492,39360000,39440000,17000,3178
493,39440000,39520000,22883,4107
494,39520000,39600000,18813,3663
495,39600000,39680000,15926,3207
496,39680000,39760000,17751,3400
497,39760000,39840000,23136,4102
498,39840000,39920000,18138,3638
499,39920000,40000000,15478,3108
500,40000000,40080000,19006,3532
501,40080000,40160000,23008,4195
502,40160000,40240000,17456,3613
503,40240000,40320000,13797,2694
504,40320000,40400000,20842,3864
505,40400000,40480000,22981,4220
506,40480000,40560000,17462,3600
507,40560000,40640000,13151,2483
508,40640000,40720000,21817,4070
509,40720000,40800000,24220,4370
510,40800000,40880000,16905,3525
511,40880000,40960000,13235,2413
512,40960000,41040000,22055,4058
513,41040000,41120000,23749,4278
514,41120000,41200000,16311,3405
515,41200000,41280000,13567,2604
516,41280000,41360000,22736,4089
517,41360000,41440000,20995,3934
518,41440000,41520000,16803,3517
519,41520000,41600000,14585,2829
520,41600000,41680000,22247,4093
521,41680000,41760000,20102,3661
522,41760000,41840000,16441,3438
523,41840000,41920000,16504,3178
524,41920000,42000000,23127,4096
525,42000000,42080000,19143,3656
526,42080000,42160000,15953,3207
527,42160000,42240000,18098,3400
528,42240000,42320000,23180,4108
529,42320000,42400000,18114,3636
530,42400000,42480000,15477,3108
531,42480000,42560000,18685,3532
532,42560000,42640000,23282,4194
533,42640000,42720000,17362,3618
534,42720000,42800000,13699,2694
535,42800000,42880000,20494,3863
536,42880000,42960000,23216,4226
537,42960000,43040000,17531,3603
538,43040000,43120000,13230,2483
539,43120000,43200000,22361,4071
540,43200000,43280000,24383,4376
541,43280000,43360000,16822,3524
542,43360000,43440000,12900,2413
543,43440000,43520000,22000,4061
544,43520000,43600000,24068,4283
545,43600000,43680000,16490,3405
546,43680000,43760000,14028,2604
547,43760000,43840000,22637,4094
548,43840000,43920000,21486,3933
549,43920000,44000000,17080,3517
550,44000000,44080000,15010,2829
551,44080000,44160000,23350,4084
552,44160000,44240000,20280,3672
553,44240000,44320000,16812,3438
554,44320000,44400000,17372,3178
555,44400000,44480000,22960,4113
556,44480000,44560000,19175,3663
557,44560000,44640000,16068,3207
558,44640000,44720000,17913,3400
559,44720000,44800000,23834,4102
560,44800000,44880000,18634,3638
561,44880000,44960000,15586,3108
562,44960000,45040000,19024,3532
563,45040000,45120000,22770,4195
564,45120000,45200000,17389,3613
565,45200000,45280000,13757,2694
566,45280000,45360000,20395,3864
567,45360000,45440000,23646,4220
568,45440000,45520000,17488,3600
569,45520000,45600000,12969,2483
570,45600000,45680000,21642,4070
571,45680000,45760000,23392,4370
572,45760000,45840000,16543,3525
573,45840000,45920000,12768,2413
574,45920000,46000000,22064,4058
575,46000000,46080000,23432,4278
576,46080000,46160000,16080,3405
577,46160000,46240000,13730,2604
578,46240000,46320000,22650,4089
579,46320000,46400000,21022,3934
580,46400000,46480000,16574,3517
581,46480000,46560000,14465,2829
582,46560000,46640000,22848,4087
583,46640000,46720000,20287,3667
584,46720000,46800000,16270,3438
585,46800000,46880000,17389,3178
586,46880000,46960000,22612,4096
587,46960000,47040000,18512,3656
588,47040000,47120000,16031,3207
589,47120000,47200000,18637,3400
590,47200000,47280000,23416,4105
591,47280000,47360000,18393,3633
592,47360000,47440000,15515,3108
593,47440000,47520000,19304,3532
594,47520000,47600000,23070,4200
595,47600000,47680000,17684,3618
596,47680000,47760000,13811,2694
597,47760000,47840000,20880,3863
598,47840000,47920000,23707,4226
599,47920000,48000000,17440,3603
600,48000000,48080000,13064,2483
601,48080000,48160000,21860,4071
602,48160000,48240000,23808,4370
603,48240000,48320000,16676,3524
604,48320000,48400000,12906,2413
605,48400000,48480000,21984,4061
606,48480000,48560000,23822,4283
607,48560000,48640000,16146,3405
608,48640000,48720000,13885,2604
609,48720000,48800000,22866,4094
610,48800000,48880000,21051,3933
611,48880000,48960000,16742,3517
612,48960000,49040000,14427,2829
613,49040000,49120000,22413,4084
614,49120000,49200000,19915,3672
615,49200000,49280000,16393,3438
616,49280000,49360000,17298,3178
617,49360000,49440000,23100,4107
618,49440000,49520000,18875,3669
619,49520000,49600000,15947,3207
620,49600000,49680000,18249,3400
621,49680000,49760000,23812,4102
622,49760000,49840000,18406,3638
623,49840000,49920000,15501,3108
624,49920000,50000000,18856,3532
625,50000000,50080000,22415,4195
626,50080000,50160000,17201,3613
627,50160000,50240000,13527,2694
628,50240000,50320000,20581,3864
629,50320000,50400000,23993,4232
630,50400000,50480000,17370,3600
631,50480000,50560000,13397,2483
632,50560000,50640000,22353,4070
633,50640000,50720000,23899,4370
634,50720000,50800000,16903,3525
635,50800000,50880000,13235,2413
636,50880000,50960000,21882,4058
637,50960000,51040000,23641,4278
638,51040000,51120000,16383,3405
639,51120000,51200000,13781,2604
640,51200000,51280000,22649,4089
641,51280000,51360000,21579,3934
642,51360000,51440000,16782,3517
643,51440000,51520000,15069,2829
644,51520000,51600000,22524,4087
645,51600000,51680000,19414,3661
646,51680000,51760000,16698,3438
647,51760000,51840000,17103,3178
648,51840000,51920000,23073,4096
649,51920000,52000000,18741,3656
650,52000000,52080000,16167,3207
651,52080000,52160000,18507,3400
652,52160000,52240000,23292,4099
653,52240000,52320000,18379,3633
654,52320000,52400000,15567,3108
655,52400000,52480000,19326,3532
656,52480000,52560000,23560,4194
657,52560000,52640000,16974,3618
658,52640000,52720000,13484,2694
659,52720000,52800000,19618,3863
660,52800000,52880000,23233,4226
661,52880000,52960000,16885,3603
662,52960000,53040000,13185,2483
663,53040000,53120000,21599,4071
664,53120000,53200000,23342,4379
665,53200000,53280000,16213,3527
666,53280000,53360000,13111,2413
667,53360000,53440000,21219,4061
668,53440000,53520000,24266,4293
669,53520000,53600000,15951,3405
670,53600000,53680000,13794,2604
671,53680000,53760000,21932,4094
672,53760000,53840000,20302,3933
673,53840000,53920000,16427,3517
674,53920000,54000000,14455,2829
675,54000000,54080000,21762,4084
676,54080000,54160000,19372,3672
677,54160000,54240000,16232,3438
678,54240000,54320000,16935,3178
679,54320000,54400000,22590,4101
680,54400000,54480000,18572,3663
681,54480000,54560000,15628,3207
682,54560000,54640000,17565,3400
683,54640000,54720000,22722,4102
684,54720000,54800000,18301,3638
685,54800000,54880000,15144,3108
686,54880000,54960000,18272,3532
687,54960000,55040000,22741,4195
688,55040000,55120000,17184,3613
689,55120000,55200000,13399,2694
690,55200000,55280000,19769,3864
691,55280000,55360000,22746,4220
692,55360000,55440000,17155,3600
693,55440000,55520000,13267,2483
694,55520000,55600000,21937,4070
695,55600000,55680000,24370,4370
696,55680000,55760000,16320,3525
697,55760000,55840000,12917,2413
698,55840000,55920000,21375,4058
699,55920000,56000000,23479,4278
700,56000000,56080000,15846,3405
701,56080000,56160000,13870,2604
702,56160000,56240000,22298,4089
703,56240000,56320000,21018,3934
704,56320000,56400000,16561,3517
705,56400000,56480000,14636,2829
706,56480000,56560000,22634,4087
707,56560000,56640000,19932,3661
708,56640000,56720000,16241,3438
709,56720000,56800000,17041,3178
710,56800000,56880000,22966,4102
711,56880000,56960000,18513,3656
712,56960000,57040000,15698,3207
713,57040000,57120000,17613,3400
714,57120000,57200000,22523,4111
715,57200000,57280000,17510,3633
716,57280000,57360000,15335,3108
717,57360000,57440000,18411,3532
718,57440000,57520000,22231,4206
719,57520000,57600000,17066,3618
720,57600000,57680000,13655,2694
721,57680000,57760000,20077,3863
722,57760000,57840000,23237,4226
723,57840000,57920000,17329,3603
724,57920000,58000000,13434,2483
725,58000000,58080000,22180,4071
726,58080000,58160000,23041,4370
727,58160000,58240000,16483,3524
728,58240000,58320000,12896,2413
729,58320000,58400000,21156,4061
730,58400000,58480000,22957,4283
731,58480000,58560000,15902,3405
732,58560000,58640000,13814,2604
733,58640000,58720000,22137,4094
734,58720000,58800000,20597,3933
735,58800000,58880000,16535,3517
736,58880000,58960000,13893,2829
737,58960000,59040000,22299,4090
738,59040000,59120000,20277,3672
739,59120000,59200000,15988,3438
740,59200000,59280000,16509,3178
741,59280000,59360000,22944,4101
742,59360000,59440000,18699,3663
743,59440000,59520000,15162,3207
744,59520000,59600000,16993,3400
745,59600000,59680000,23031,4102
746,59680000,59760000,18321,3638
747,59760000,59840000,14786,3108
748,59840000,59920000,18042,3532
749,59920000,60000000,22816,4195
750,60000000,60080000,16842,3613
751,60080000,60160000,13137,2694
752,60160000,60240000,19614,3864
753,60240000,60320000,22012,4220
754,60320000,60400000,17043,3600
755,60400000,60480000,12986,2483
756,60480000,60560000,21542,4070
757,60560000,60640000,23107,4370
758,60640000,60720000,16573,3525
759,60720000,60800000,13037,2413
760,60800000,60880000,21626,4058
761,60880000,60960000,23280,4278
762,60960000,61040000,15993,3405
763,61040000,61120000,13521,2604
764,61120000,61200000,21919,4089
765,61200000,61280000,20128,3940
766,61280000,61360000,16446,3517
767,61360000,61440000,14445,2829
768,61440000,61520000,22064,4087
769,61520000,61600000,19551,3661
770,61600000,61680000,16286,3438
771,61680000,61760000,16367,3178
772,61760000,61840000,23497,4096
773,61840000,61920000,18845,3656
774,61920000,62000000,15929,3207
775,62000000,62080000,17750,3400
776,62080000,62160000,23371,4099
777,62160000,62240000,18355,3633
778,62240000,62320000,15327,3108
779,62320000,62400000,18444,3532
780,62400000,62480000,23224,4200
781,62480000,62560000,17247,3624
782,62560000,62640000,13606,2694
783,62640000,62720000,20121,3863
784,62720000,62800000,23981,4226
785,62800000,62880000,16803,3603
786,62880000,62960000,13271,2483
787,62960000,63040000,21651,4071
788,63040000,63120000,24022,4370
789,63120000,63200000,16663,3524
790,63200000,63280000,13212,2413
791,63280000,63360000,21632,4061
792,63360000,63440000,23950,4283
793,63440000,63520000,16302,3405
794,63520000,63600000,13853,2604
795,63600000,63680000,22786,4094
796,63680000,63760000,21354,3933
797,63760000,63840000,16401,3517
798,63840000,63920000,14393,2829
799,63920000,64000000,22615,4084
800,64000000,64080000,19797,3672
801,64080000,64160000,16099,3438
802,64160000,64240000,16785,3178
803,64240000,64320000,23311,4101
804,64320000,64400000,18662,3663
805,64400000,64480000,15724,3207
806,64480000,64560000,17566,3400
807,64560000,64640000,22613,4111
808,64640000,64720000,18513,3641
809,64720000,64800000,15371,3108
810,64800000,64880000,18719,3532
811,64880000,64960000,23604,4201
812,64960000,65040000,17080,3619
813,65040000,65120000,13322,2694
814,65120000,65200000,19652,3864
815,65200000,65280000,23125,4220
816,65280000,65360000,17045,3600
817,65360000,65440000,13353,2483
818,65440000,65520000,22010,4070
819,65520000,65600000,24413,4376
820,65600000,65680000,16577,3525
821,65680000,65760000,12979,2413
822,65760000,65840000,22348,4058
823,65840000,65920000,24322,4278
824,65920000,66000000,16051,3405
825,66000000,66080000,13736,2604
826,66080000,66160000,22301,4089
827,66160000,66240000,20552,3934
828,66240000,66320000,16422,3517
829,66320000,66400000,13554,2829
830,66400000,66480000,21757,4087
831,66480000,66560000,19590,3661
832,66560000,66640000,15779,3438
833,66640000,66720000,16361,3178
834,66720000,66800000,21753,4096
835,66800000,66880000,18549,3656
836,66880000,66960000,15720,3207
837,66960000,67040000,17659,3400
838,67040000,67120000,23132,4099
839,67120000,67200000,17893,3633
840,67200000,67280000,15380,3108
841,67280000,67360000,18751,3532
842,67360000,67440000,22725,4194
843,67440000,67520000,17337,3624
844,67520000,67600000,13986,2694
845,67600000,67680000,20697,3863
846,67680000,67760000,23309,4226
847,67760000,67840000,17408,3603
848,67840000,67920000,13662,2483
849,67920000,68000000,21793,4071
850,68000000,68080000,22970,4370
851,68080000,68160000,16676,3524
852,68160000,68240000,13105,2413
853,68240000,68320000,21817,4061
854,68320000,68400000,23500,4283
855,68400000,68480000,16050,3405
856,68480000,68560000,13852,2604
857,68560000,68640000,22552,4094
858,68640000,68720000,20314,3933
859,68720000,68800000,16759,3517
860,68800000,68880000,14628,2829
861,68880000,68960000,22401,4084
862,68960000,69040000,19719,3672
863,69040000,69120000,16201,3438
864,69120000,69200000,16677,3178
865,69200000,69280000,22609,4106
866,69280000,69360000,18518,3672
867,69360000,69440000,15611,3207
868,69440000,69520000,18049,3400
869,69520000,69600000,23677,4108
870,69600000,69680000,17949,3638
871,69680000,69760000,15573,3108
872,69760000,69840000,19027,3532
873,69840000,69920000,22147,4195
