window_index,start_ps,end_ps,toggled_bits,toggle_events
5897,471760000,471840000,13102,2694
5898,471840000,471920000,19828,3864
5899,471920000,472000000,22337,4220
5900,472000000,472080000,17035,3600
5901,472080000,472160000,12823,2483
5902,472160000,472240000,21794,4070
5903,472240000,472320000,23709,4370
5904,472320000,472400000,16276,3525
5905,472400000,472480000,11967,2413
5906,472480000,472560000,20752,4058
5907,472560000,472640000,23289,4278
5908,472640000,472720000,15393,3405
5909,472720000,472800000,12511,2612
5910,472800000,472880000,22397,4089
5911,472880000,472960000,21223,3934
5912,472960000,473040000,15988,3521
5913,473040000,473120000,13559,2839
5914,473120000,473200000,22160,4101
5915,473200000,473280000,19697,3661
5916,473280000,473360000,15884,3446
5917,473360000,473440000,16016,3188
5918,473440000,473520000,23153,4104
5919,473520000,473600000,18719,3656
5920,473600000,473680000,15514,3223
5921,473680000,473760000,17221,3412
5922,473760000,473840000,23069,4107
5923,473840000,473920000,17959,3639
5924,473920000,474000000,15277,3126
5925,474000000,474080000,18621,3550
5926,474080000,474160000,23629,4200
5927,474160000,474240000,17368,3622
5928,474240000,474320000,13390,2712
5929,474320000,474400000,19595,3883
5930,474400000,474480000,23137,4232
5931,474480000,474560000,17125,3613
5932,474560000,474640000,13145,2495
5933,474640000,474720000,21679,4089
5934,474720000,474800000,24940,4370
5935,474800000,474880000,16373,3534
5936,474880000,474960000,11958,2421
5937,474960000,475040000,20803,4077
5938,475040000,475120000,22503,4295
5939,475120000,475200000,15470,3413
5940,475200000,475280000,12977,2614
5941,475280000,475360000,23151,4114
5942,475360000,475440000,21383,3939
5943,475440000,475520000,16063,3531
5944,475520000,475600000,13716,2839
5945,475600000,475680000,22081,4098
5946,475680000,475760000,20132,3672
5947,475760000,475840000,15889,3456
5948,475840000,475920000,16437,3188
5949,475920000,476000000,23264,4109
5950,476000000,476080000,18632,3663
5951,476080000,476160000,15344,3225
5952,476160000,476240000,16890,3412
5953,476240000,476320000,22540,4119
5954,476320000,476400000,18133,3647
5955,476400000,476480000,14625,3126
5956,476480000,476560000,18238,3550
5957,476560000,476640000,22901,4201
5958,476640000,476720000,17131,3617
5959,476720000,476800000,13025,2702
5960,476800000,476880000,20270,3884
5961,476880000,476960000,23379,4220
5962,476960000,477040000,17302,3610
5963,477040000,477120000,12010,2487
5964,477120000,477200000,20552,4070
5965,477200000,477280000,24244,4376
5966,477280000,477360000,16232,3535
5967,477360000,477440000,12061,2413
5968,477440000,477520000,21717,4058
5969,477520000,477600000,23663,4290
5970,477600000,477680000,15501,3405
5971,477680000,477760000,12603,2604
5972,477760000,477840000,22379,4095
5973,477840000,477920000,20708,3934
5974,477920000,478000000,16027,3517
5975,478000000,478080000,13505,2829
5976,478080000,478160000,21124,4087
5977,478160000,478240000,19575,3661
5978,478240000,478320000,15746,3438
5979,478320000,478400000,15593,3178
5980,478400000,478480000,22830,4096
5981,478480000,478560000,18642,3656
5982,478560000,478640000,15250,3207
5983,478640000,478720000,17085,3400
5984,478720000,478800000,23226,4099
5985,478800000,478880000,18038,3633
5986,478880000,478960000,14903,3108
5987,478960000,479040000,18115,3532
5988,479040000,479120000,22625,4194
5989,479120000,479200000,17084,3618
5990,479200000,479280000,12908,2694
5991,479280000,479360000,19769,3863
5992,479360000,479440000,23656,4226
5993,479440000,479520000,16962,3603
5994,479520000,479600000,12087,2483
5995,479600000,479680000,20684,4071
5996,479680000,479760000,23206,4380
5997,479760000,479840000,16202,3524
5998,479840000,479920000,11864,2413
5999,479920000,480000000,21209,4067
6000,480000000,480080000,23417,4289
6001,480080000,480160000,15585,3405
6002,480160000,480240000,12850,2604
6003,480240000,480320000,21570,4094
6004,480320000,480400000,20991,3933
6005,480400000,480480000,15919,3517
6006,480480000,480560000,13624,2829
6007,480560000,480640000,21920,4084
6008,480640000,480720000,19683,3672
6009,480720000,480800000,15808,3438
6010,480800000,480880000,16119,3178
6011,480880000,480960000,22375,4111
6012,480960000,481040000,18701,3669
6013,481040000,481120000,15293,3207
6014,481120000,481200000,16763,3400
6015,481200000,481280000,23043,4102
6016,481280000,481360000,18239,3638
6017,481360000,481440000,14990,3108
6018,481440000,481520000,18056,3532
6019,481520000,481600000,22104,4195
6020,481600000,481680000,17204,3613
6021,481680000,481760000,12720,2694
6022,481760000,481840000,19039,3864
6023,481840000,481920000,23273,4220
6024,481920000,482000000,16732,3600
6025,482000000,482080000,12407,2483
6026,482080000,482160000,20964,4070
6027,482160000,482240000,23873,4370
6028,482240000,482320000,16189,3525
6029,482320000,482400000,12311,2413
6030,482400000,482480000,21319,4058
6031,482480000,482560000,24156,4278
6032,482560000,482640000,15596,3405
6033,482640000,482720000,12869,2604
6034,482720000,482800000,21628,4089
6035,482800000,482880000,20265,3934
6036,482880000,482960000,16091,3517
6037,482960000,483040000,13521,2829
6038,483040000,483120000,21957,4087
6039,483120000,483200000,19690,3661
6040,483200000,483280000,15864,3438
6041,483280000,483360000,16406,3178
6042,483360000,483440000,22376,4102
6043,483440000,483520000,18354,3670
6044,483520000,483600000,15713,3207
6045,483600000,483680000,17564,3400
6046,483680000,483760000,22214,4099
6047,483760000,483840000,18268,3633
6048,483840000,483920000,15057,3108
6049,483920000,484000000,18270,3532
6050,484000000,484080000,21983,4194
6051,484080000,484160000,17180,3618
6052,484160000,484240000,13129,2694
6053,484240000,484320000,19854,3863
6054,484320000,484400000,22717,4238
6055,484400000,484480000,17295,3609
6056,484480000,484560000,12679,2483
6057,484560000,484640000,21564,4071
6058,484640000,484720000,23179,4370
6059,484720000,484800000,16678,3524
6060,484800000,484880000,12287,2413
6061,484880000,484960000,21784,4061
6062,484960000,485040000,23742,4283
6063,485040000,485120000,15923,3405
6064,485120000,485200000,13202,2604
6065,485200000,485280000,22219,4094
6066,485280000,485360000,20325,3945
6067,485360000,485440000,16311,3517
6068,485440000,485520000,13835,2829
6069,485520000,485600000,21646,4084
6070,485600000,485680000,19775,3672
6071,485680000,485760000,15960,3438
6072,485760000,485840000,16401,3178
6073,485840000,485920000,22250,4101
6074,485920000,486000000,18512,3663
6075,486000000,486080000,15402,3207
6076,486080000,486160000,17225,3400
6077,486160000,486240000,23172,4102
6078,486240000,486320000,17993,3638
6079,486320000,486400000,14880,3108
6080,486400000,486480000,18169,3532
6081,486480000,486560000,21141,4195
6082,486560000,486640000,17213,3613
6083,486640000,486720000,13064,2694
6084,486720000,486800000,19854,3864
6085,486800000,486880000,23124,4220
6086,486880000,486960000,17280,3600
6087,486960000,487040000,12691,2483
6088,487040000,487120000,21644,4070
6089,487120000,487200000,23061,4370
6090,487200000,487280000,16692,3525
6091,487280000,487360000,12157,2413
6092,487360000,487440000,21037,4058
6093,487440000,487520000,23405,4284
6094,487520000,487600000,15788,3405
6095,487600000,487680000,12746,2604
6096,487680000,487760000,22086,4089
6097,487760000,487840000,20767,3934
6098,487840000,487920000,16232,3517
6099,487920000,488000000,13914,2829
6100,488000000,488080000,22426,4087
6101,488080000,488160000,20109,3661
6102,488160000,488240000,15871,3438
6103,488240000,488320000,15713,3178
6104,488320000,488400000,22603,4096
6105,488400000,488480000,18442,3656
6106,488480000,488560000,15311,3207
6107,488560000,488640000,17118,3400
6108,488640000,488720000,23345,4099
6109,488720000,488800000,18001,3633
6110,488800000,488880000,14873,3108
6111,488880000,488960000,18069,3532
6112,488960000,489040000,22298,4206
6113,489040000,489120000,16901,3624
6114,489120000,489200000,13123,2694
6115,489200000,489280000,19663,3863
6116,489280000,489360000,22937,4226
6117,489360000,489440000,17091,3603
6118,489440000,489520000,12609,2483
6119,489520000,489600000,21544,4071
6120,489600000,489680000,23387,4370
6121,489680000,489760000,16667,3524
6122,489760000,489840000,12463,2413
6123,489840000,489920000,21498,4061
6124,489920000,490000000,23949,4283
6125,490000000,490080000,16245,3405
6126,490080000,490160000,13538,2604
6127,490160000,490240000,22394,4100
6128,490240000,490320000,20822,3939
6129,490320000,490400000,16657,3517
6130,490400000,490480000,14251,2829
6131,490480000,490560000,22244,4090
6132,490560000,490640000,19774,3678
6133,490640000,490720000,15897,3438
6134,490720000,490800000,16107,3178
6135,490800000,490880000,21968,4101
6136,490880000,490960000,18869,3663
6137,490960000,491040000,15292,3207
6138,491040000,491120000,16883,3400
6139,491120000,491200000,22944,4102
6140,491200000,491280000,18516,3638
6141,491280000,491360000,14793,3108
6142,491360000,491440000,17609,3532
6143,491440000,491520000,22153,4207
6144,491520000,491600000,16968,3613
6145,491600000,491680000,13018,2694
6146,491680000,491760000,19323,3864
6147,491760000,491840000,23446,4220
6148,491840000,491920000,16601,3600
6149,491920000,492000000,12803,2483
6150,492000000,492080000,21149,4070
6151,492080000,492160000,23789,4376
6152,492160000,492240000,16034,3525
6153,492240000,492320000,12378,2413
6154,492320000,492400000,21376,4058
6155,492400000,492480000,23768,4278
6156,492480000,492560000,15620,3405
6157,492560000,492640000,13277,2604
6158,492640000,492720000,22492,4089
6159,492720000,492800000,20900,3946
6160,492800000,492880000,16070,3517
6161,492880000,492960000,13553,2829
6162,492960000,493040000,22260,4087
6163,493040000,493120000,20054,3661
6164,493120000,493200000,15694,3438
6165,493200000,493280000,16133,3178
6166,493280000,493360000,22788,4096
6167,493360000,493440000,18130,3656
6168,493440000,493520000,15142,3207
6169,493520000,493600000,16965,3400
6170,493600000,493680000,23120,4099
6171,493680000,493760000,17751,3633
6172,493760000,493840000,14745,3108
6173,493840000,493920000,17831,3532
6174,493920000,494000000,21332,4200
6175,494000000,494080000,17178,3618
6176,494080000,494160000,13024,2694
6177,494160000,494240000,19713,3863
6178,494240000,494320000,23529,4226
6179,494320000,494400000,16874,3603
6180,494400000,494480000,12844,2483
6181,494480000,494560000,21525,4071
6182,494560000,494640000,23128,4370
6183,494640000,494720000,16384,3524
6184,494720000,494800000,12375,2413
6185,494800000,494880000,21496,4061
6186,494880000,494960000,24333,4283
6187,494960000,495040000,15687,3405
6188,495040000,495120000,13255,2604
6189,495120000,495200000,22200,4094
6190,495200000,495280000,20289,3933
6191,495280000,495360000,16188,3517
6192,495360000,495440000,13826,2829
6193,495440000,495520000,22046,4084
6194,495520000,495600000,19337,3672
6195,495600000,495680000,16053,3438
6196,495680000,495760000,16656,3178
6197,495760000,495840000,22208,4101
6198,495840000,495920000,18644,3663
6199,495920000,496000000,15156,3207
6200,496000000,496080000,16479,3400
6201,496080000,496160000,22780,4102
6202,496160000,496240000,18323,3638
6203,496240000,496320000,14590,3108
6204,496320000,496400000,17562,3532
6205,496400000,496480000,21740,4201
6206,496480000,496560000,16766,3621
6207,496560000,496640000,13107,2694
6208,496640000,496720000,19817,3864
6209,496720000,496800000,22903,4220
6210,496800000,496880000,16974,3600
6211,496880000,496960000,12711,2483
6212,496960000,497040000,21451,4070
6213,497040000,497120000,24171,4370
6214,497120000,497200000,16313,3525
6215,497200000,497280000,12371,2413
6216,497280000,497360000,21478,4058
6217,497360000,497440000,23818,4278
6218,497440000,497520000,15643,3405
6219,497520000,497600000,13090,2604
6220,497600000,497680000,22118,4089
6221,497680000,497760000,20128,3946
6222,497760000,497840000,16096,3517
6223,497840000,497920000,14081,2829
6224,497920000,498000000,22152,4087
6225,498000000,498080000,19849,3673
6226,498080000,498160000,16035,3438
6227,498160000,498240000,15876,3178
6228,498240000,498320000,21964,4096
6229,498320000,498400000,18044,3656
6230,498400000,498480000,15432,3207
6231,498480000,498560000,17221,3400
6232,498560000,498640000,22586,4108
6233,498640000,498720000,18320,3636
6234,498720000,498800000,14926,3108
6235,498800000,498880000,18081,3532
6236,498880000,498960000,22314,4194
6237,498960000,499040000,17029,3618
6238,499040000,499120000,13085,2694
6239,499120000,499200000,19719,3863
6240,499200000,499280000,23054,4235
6241,499280000,499360000,16783,3608
6242,499360000,499440000,12583,2483
6243,499440000,499520000,21481,4071
6244,499520000,499600000,24069,4380
6245,499600000,499680000,16413,3524
6246,499680000,499760000,12501,2413
6247,499760000,499840000,21885,4061
6248,499840000,499920000,23981,4289
6249,499920000,500000000,16169,3405
6250,500000000,500080000,13575,2604
6251,500080000,500160000,22410,4094
6252,500160000,500240000,20604,3939
6253,500240000,500320000,16618,3517
6254,500320000,500400000,14506,2829
6255,500400000,500480000,21968,4084
6256,500480000,500560000,20087,3684
6257,500560000,500640000,16240,3438
6258,500640000,500720000,16535,3178
6259,500720000,500800000,22415,4101
6260,500800000,500880000,18429,3663
6261,500880000,500960000,15826,3207
6262,500960000,501040000,17528,3400
6263,501040000,501120000,22972,4102
6264,501120000,501200000,18176,3638
6265,501200000,501280000,15517,3108
6266,501280000,501360000,18823,3532
6267,501360000,501440000,22511,4195
6268,501440000,501520000,17021,3613
6269,501520000,501600000,12858,2694
6270,501600000,501680000,19296,3864
6271,501680000,501760000,22605,4220
6272,501760000,501840000,16753,3600
6273,501840000,501920000,12322,2483
6274,501920000,502000000,20566,4076
6275,502000000,502080000,23894,4370
6276,502080000,502160000,15959,3525
6277,502160000,502240000,12086,2413
6278,502240000,502320000,20957,4058
6279,502320000,502400000,23055,4278
6280,502400000,502480000,15460,3405
6281,502480000,502560000,13040,2604
6282,502560000,502640000,21950,4095
6283,502640000,502720000,20084,3934
6284,502720000,502800000,15817,3517
6285,502800000,502880000,13092,2829
6286,502880000,502960000,21166,4087
6287,502960000,503040000,19642,3661
6288,503040000,503120000,15401,3438
6289,503120000,503200000,15954,3178
6290,503200000,503280000,22807,4096
6291,503280000,503360000,18365,3656
6292,503360000,503440000,15176,3207
6293,503440000,503520000,17172,3400
6294,503520000,503600000,22966,4099
6295,503600000,503680000,18168,3633
6296,503680000,503760000,14947,3108
6297,503760000,503840000,18237,3532
6298,503840000,503920000,22018,4200
6299,503920000,504000000,17031,3618
6300,504000000,504080000,13114,2694
6301,504080000,504160000,19790,3863
6302,504160000,504240000,23014,4226
6303,504240000,504320000,17126,3603
6304,504320000,504400000,12835,2483
6305,504400000,504480000,21243,4071
6306,504480000,504560000,23703,4370
6307,504560000,504640000,16322,3524
6308,504640000,504720000,12622,2413
6309,504720000,504800000,21372,4061
6310,504800000,504880000,23665,4283
6311,504880000,504960000,15723,3405
6312,504960000,505040000,13262,2604
6313,505040000,505120000,22103,4094
6314,505120000,505200000,19642,3933
6315,505200000,505280000,16163,3517
6316,505280000,505360000,13302,2829
6317,505360000,505440000,21773,4084
6318,505440000,505520000,20488,3672
6319,505520000,505600000,15640,3438
6320,505600000,505680000,15547,3178
6321,505680000,505760000,21926,4107
6322,505760000,505840000,18383,3669
6323,505840000,505920000,15251,3207
6324,505920000,506000000,16829,3400
6325,506000000,506080000,22984,4102
6326,506080000,506160000,17737,3638
6327,506160000,506240000,14757,3108
6328,506240000,506320000,17620,3532
6329,506320000,506400000,21206,4195
6330,506400000,506480000,16707,3619
6331,506480000,506560000,13002,2694
6332,506560000,506640000,19439,3864
6333,506640000,506720000,23101,4226
6334,506720000,506800000,17170,3600
6335,506800000,506880000,12661,2483
6336,506880000,506960000,21576,4070
6337,506960000,507040000,23678,4376
6338,507040000,507120000,16316,3525
6339,507120000,507200000,12124,2413
6340,507200000,507280000,20786,4058
6341,507280000,507360000,23377,4278
6342,507360000,507440000,15633,3405
6343,507440000,507520000,12579,2604
6344,507520000,507600000,22205,4089
6345,507600000,507680000,20801,3940
6346,507680000,507760000,15950,3517
6347,507760000,507840000,13593,2829
6348,507840000,507920000,21726,4090
6349,507920000,508000000,19836,3664
6350,508000000,508080000,15927,3438
6351,508080000,508160000,15908,3178
6352,508160000,508240000,23094,4096
6353,508240000,508320000,18651,3656
6354,508320000,508400000,15333,3207
6355,508400000,508480000,16666,3400
6356,508480000,508560000,22977,4099
6357,508560000,508640000,17979,3633
6358,508640000,508720000,14870,3108
6359,508720000,508800000,17936,3532
6360,508800000,508880000,22858,4200
6361,508880000,508960000,16856,3618
6362,508960000,509040000,13150,2694
6363,509040000,509120000,19600,3863
6364,509120000,509200000,23472,4226
6365,509200000,509280000,16855,3603
6366,509280000,509360000,12846,2483
6367,509360000,509440000,21357,4071
6368,509440000,509520000,24219,4370
6369,509520000,509600000,16405,3524
6370,509600000,509680000,12234,2413
6371,509680000,509760000,20874,4061
6372,509760000,509840000,23744,4283
6373,509840000,509920000,15838,3405
6374,509920000,510000000,13100,2604
6375,510000000,510080000,22237,4094
6376,510080000,510160000,20911,3933
6377,510160000,510240000,16332,3517
6378,510240000,510320000,13909,2829
6379,510320000,510400000,21758,4084
6380,510400000,510480000,19984,3684
6381,510480000,510560000,15623,3438
6382,510560000,510640000,15709,3178
6383,510640000,510720000,22033,4101
6384,510720000,510800000,18407,3663
6385,510800000,510880000,14846,3207
6386,510880000,510960000,16945,3400
6387,510960000,511040000,22545,4108
6388,511040000,511120000,18451,3638
6389,511120000,511200000,14284,3108
6390,511200000,511280000,17308,3532
6391,511280000,511360000,23019,4195
6392,511360000,511440000,17136,3613
6393,511440000,511520000,12678,2694
6394,511520000,511600000,19664,3864
6395,511600000,511680000,22761,4229
6396,511680000,511760000,17082,3605
6397,511760000,511840000,12307,2483
6398,511840000,511920000,21222,4070
6399,511920000,512000000,23974,4370
6400,512000000,512080000,16233,3525
6401,512080000,512160000,12088,2413
6402,512160000,512240000,20954,4058
6403,512240000,512320000,22871,4284
6404,512320000,512400000,15325,3405
6405,512400000,512480000,12702,2604
6406,512480000,512560000,22225,4089
6407,512560000,512640000,20859,3934
6408,512640000,512720000,15763,3517
6409,512720000,512800000,13511,2829
6410,512800000,512880000,21869,4093
6411,512880000,512960000,19897,3667
6412,512960000,513040000,15508,3438
6413,513040000,513120000,15748,3178
6414,513120000,513200000,22563,4096
6415,513200000,513280000,18257,3656
6416,513280000,513360000,14917,3207
6417,513360000,513440000,16930,3400
6418,513440000,513520000,22692,4105
6419,513520000,513600000,18157,3633
6420,513600000,513680000,14694,3108
6421,513680000,513760000,18158,3532
6422,513760000,513840000,22617,4206
6423,513840000,513920000,17188,3618
6424,513920000,514000000,12845,2694
6425,514000000,514080000,19411,3863
6426,514080000,514160000,23486,4226
6427,514160000,514240000,16920,3603
6428,514240000,514320000,12719,2483
6429,514320000,514400000,21506,4077
6430,514400000,514480000,23409,4370
6431,514480000,514560000,16235,3524
6432,514560000,514640000,12056,2413
6433,514640000,514720000,21196,4061
6434,514720000,514800000,23307,4283
6435,514800000,514880000,15654,3405
6436,514880000,514960000,13160,2604
6437,514960000,515040000,22605,4094
6438,515040000,515120000,20425,3933
6439,515120000,515200000,15944,3517
6440,515200000,515280000,13299,2829
6441,515280000,515360000,21688,4090
6442,515360000,515440000,19968,3672
6443,515440000,515520000,15461,3438
6444,515520000,515600000,16076,3178
6445,515600000,515680000,22559,4107
6446,515680000,515760000,18262,3669
6447,515760000,515840000,15054,3207
6448,515840000,515920000,16771,3400
6449,515920000,516000000,23193,4102
6450,516000000,516080000,17842,3638
6451,516080000,516160000,14584,3108
6452,516160000,516240000,17886,3532
6453,516240000,516320000,21942,4195
6454,516320000,516400000,17145,3613
6455,516400000,516480000,12917,2694
6456,516480000,516560000,20009,3864
6457,516560000,516640000,22798,4220
6458,516640000,516720000,16844,3600
6459,516720000,516800000,12185,2483
6460,516800000,516880000,20540,4070
6461,516880000,516960000,23525,4370
6462,516960000,517040000,16090,3525
6463,517040000,517120000,12320,2413
6464,517120000,517200000,21239,4064
6465,517200000,517280000,23793,4278
6466,517280000,517360000,15471,3405
6467,517360000,517440000,12824,2604
6468,517440000,517520000,22047,4089
6469,517520000,517600000,20963,3934
6470,517600000,517680000,15963,3517
6471,517680000,517760000,13685,2829
6472,517760000,517840000,22098,4087
6473,517840000,517920000,19776,3661
6474,517920000,518000000,15679,3438
6475,518000000,518080000,15542,3178
6476,518080000,518160000,22392,4104
6477,518160000,518240000,18237,3656
6478,518240000,518320000,15093,3207
6479,518320000,518400000,16947,3400
6480,518400000,518480000,22702,4099
6481,518480000,518560000,17998,3633
6482,518560000,518640000,14651,3108
6483,518640000,518720000,17772,3532
6484,518720000,518800000,23250,4194
6485,518800000,518880000,17192,3618
6486,518880000,518960000,12766,2694
6487,518960000,519040000,19514,3863
6488,519040000,519120000,22845,4226
6489,519120000,519200000,17099,3603
6490,519200000,519280000,12429,2483
6491,519280000,519360000,21034,4071
6492,519360000,519440000,23152,4370
6493,519440000,519520000,16270,3524
6494,519520000,519600000,11900,2413
6495,519600000,519680000,21184,4061
6496,519680000,519760000,23658,4289
6497,519760000,519840000,15654,3405
6498,519840000,519920000,13105,2604
6499,519920000,520000000,22037,4094
6500,520000000,520080000,20900,3945
6501,520080000,520160000,16123,3517
6502,520160000,520240000,14080,2829
6503,520240000,520320000,22318,4084
6504,520320000,520400000,19732,3672
6505,520400000,520480000,15847,3438
6506,520480000,520560000,16330,3178
6507,520560000,520640000,22466,4101
6508,520640000,520720000,18471,3663
6509,520720000,520800000,15092,3207
6510,520800000,520880000,16815,3400
6511,520880000,520960000,22619,4111
6512,520960000,521040000,18366,3641
6513,521040000,521120000,14590,3108
6514,521120000,521200000,18017,3532
6515,521200000,521280000,22112,4195
6516,521280000,521360000,17178,3613
6517,521360000,521440000,12501,2694
6518,521440000,521520000,19176,3864
6519,521520000,521600000,22886,4220
6520,521600000,521680000,17188,3600
6521,521680000,521760000,12251,2483
6522,521760000,521840000,21329,4070
6523,521840000,521920000,23938,4376
6524,521920000,522000000,16358,3525
6525,522000000,522080000,12194,2413
6526,522080000,522160000,21384,4058
6527,522160000,522240000,23488,4284
6528,522240000,522320000,15719,3405
6529,522320000,522400000,13243,2604
6530,522400000,522480000,22248,4089
6531,522480000,522560000,21014,3946
6532,522560000,522640000,16159,3517
6533,522640000,522720000,13945,2829
6534,522720000,522800000,22346,4087
6535,522800000,522880000,20099,3661
6536,522880000,522960000,15769,3438
6537,522960000,523040000,16497,3178
6538,523040000,523120000,22903,4096
6539,523120000,523200000,18641,3656
6540,523200000,523280000,15563,3207
6541,523280000,523360000,17803,3400
6542,523360000,523440000,22461,4099
6543,523440000,523520000,18406,3633
6544,523520000,523600000,15108,3108
6545,523600000,523680000,18477,3532
6546,523680000,523760000,23174,4200
6547,523760000,523840000,17483,3618
6548,523840000,523920000,13202,2694
6549,523920000,524000000,19928,3863
6550,524000000,524080000,22700,4226
6551,524080000,524160000,17092,3603
6552,524160000,524240000,12346,2483
6553,524240000,524320000,20561,4071
6554,524320000,524400000,22553,4370
6555,524400000,524480000,16188,3524
6556,524480000,524560000,11809,2413
6557,524560000,524640000,20892,4061
6558,524640000,524720000,23636,4283
6559,524720000,524800000,15483,3405
6560,524800000,524880000,13009,2604
6561,524880000,524960000,22189,4100
6562,524960000,525040000,20577,3933
6563,525040000,525120000,15947,3517
6564,525120000,525200000,13448,2829
6565,525200000,525280000,21085,4084
6566,525280000,525360000,19232,3672
6567,525360000,525440000,15585,3438
6568,525440000,525520000,16017,3178
6569,525520000,525600000,22117,4101
6570,525600000,525680000,18271,3663
6571,525680000,525760000,15036,3207
6572,525760000,525840000,16946,3400
6573,525840000,525920000,22538,4102
6574,525920000,526000000,17721,3638
6575,526000000,526080000,14620,3108
6576,526080000,526160000,17640,3532
6577,526160000,526240000,21669,4195
6578,526240000,526320000,16702,3613
6579,526320000,526400000,12840,2694
6580,526400000,526480000,19391,3867
6581,526480000,526560000,22959,4223
6582,526560000,526640000,16809,3600
6583,526640000,526720000,12614,2483
6584,526720000,526800000,21048,4073
6585,526800000,526880000,23388,4373
6586,526880000,526960000,16306,3525
6587,526960000,527040000,12392,2413
6588,527040000,527120000,21430,4058
6589,527120000,527200000,23663,4278
6590,527200000,527280000,15644,3405
6591,527280000,527360000,13049,2604
6592,527360000,527440000,21547,4089
6593,527440000,527520000,20519,3934
6594,527520000,527600000,16010,3517
6595,527600000,527680000,14185,2829
6596,527680000,527760000,22303,4087
6597,527760000,527840000,19513,3661
6598,527840000,527920000,15917,3438
6599,527920000,528000000,16361,3178
6600,528000000,528080000,22401,4102
6601,528080000,528160000,18558,3662
6602,528160000,528240000,15500,3207
6603,528240000,528320000,17574,3400
6604,528320000,528400000,23606,4099
6605,528400000,528480000,18263,3633
6606,528480000,528560000,14832,3108
6607,528560000,528640000,18179,3532
6608,528640000,528720000,22171,4200
6609,528720000,528800000,17208,3618
6610,528800000,528880000,12741,2694
6611,528880000,528960000,19273,3863
6612,528960000,529040000,22851,4232
6613,529040000,529120000,16558,3603
6614,529120000,529200000,12654,2483
6615,529200000,529280000,21300,4074
6616,529280000,529360000,23595,4379
6617,529360000,529440000,16163,3524
6618,529440000,529520000,12343,2413
6619,529520000,529600000,21012,4061
6620,529600000,529680000,22929,4283
6621,529680000,529760000,15774,3405
6622,529760000,529840000,13305,2604
6623,529840000,529920000,21856,4094
6624,529920000,530000000,21045,3933
6625,530000000,530080000,16210,3517
6626,530080000,530160000,14166,2829
6627,530160000,530240000,22203,4084
6628,530240000,530320000,19843,3672
6629,530320000,530400000,15905,3438
6630,530400000,530480000,16572,3178
6631,530480000,530560000,22540,4101
6632,530560000,530640000,18523,3663
6633,530640000,530720000,15473,3207
6634,530720000,530800000,17288,3400
6635,530800000,530880000,22548,4108
6636,530880000,530960000,18207,3638
6637,530960000,531040000,14924,3108
6638,531040000,531120000,18112,3532
6639,531120000,531200000,22364,4195
6640,531200000,531280000,17310,3613
6641,531280000,531360000,13110,2694
6642,531360000,531440000,19999,3864
6643,531440000,531520000,23169,4220
6644,531520000,531600000,17321,3600
6645,531600000,531680000,12700,2483
6646,531680000,531760000,21398,4070
6647,531760000,531840000,23379,4370
6648,531840000,531920000,16351,3525
6649,531920000,532000000,12265,2413
6650,532000000,532080000,21151,4058
6651,532080000,532160000,23212,4278
6652,532160000,532240000,15782,3405
6653,532240000,532320000,13329,2604
6654,532320000,532400000,21867,4089
6655,532400000,532480000,20904,3934
6656,532480000,532560000,16509,3517
6657,532560000,532640000,14355,2829
6658,532640000,532720000,22129,4087
6659,532720000,532800000,19300,3661
6660,532800000,532880000,16102,3438
6661,532880000,532960000,16596,3178
6662,532960000,533040000,22682,4096
6663,533040000,533120000,18267,3656
6664,533120000,533200000,15406,3207
6665,533200000,533280000,17386,3400
6666,533280000,533360000,22235,4099
6667,533360000,533440000,17747,3633
6668,533440000,533520000,14963,3108
6669,533520000,533600000,18254,3532
6670,533600000,533680000,21887,4194
6671,533680000,533760000,17299,3618
6672,533760000,533840000,13232,2694
6673,533840000,533920000,19981,3866
6674,533920000,534000000,22375,4232
6675,534000000,534080000,17549,3606
6676,534080000,534160000,12796,2483
6677,534160000,534240000,22057,4071
6678,534240000,534320000,23020,4370
6679,534320000,534400000,16383,3524
6680,534400000,534480000,12320,2413
6681,534480000,534560000,21001,4061
6682,534560000,534640000,23438,4283
6683,534640000,534720000,15499,3405
6684,534720000,534800000,13267,2604
6685,534800000,534880000,21724,4094
6686,534880000,534960000,20332,3939
6687,534960000,535040000,16065,3517
6688,535040000,535120000,13679,2829
6689,535120000,535200000,22264,4090
6690,535200000,535280000,20074,3678
6691,535280000,535360000,15611,3438
6692,535360000,535440000,16115,3178
6693,535440000,535520000,22791,4101
6694,535520000,535600000,18419,3663
6695,535600000,535680000,14846,3207
6696,535680000,535760000,16602,3400
6697,535760000,535840000,22675,4102
6698,535840000,535920000,17929,3638
6699,535920000,536000000,14613,3108
6700,536000000,536080000,17621,3532
6701,536080000,536160000,22492,4209
6702,536160000,536240000,16766,3613
6703,536240000,536320000,13046,2694
6704,536320000,536400000,19436,3864
6705,536400000,536480000,22932,4220
6706,536480000,536560000,17195,3600
6707,536560000,536640000,12598,2483
6708,536640000,536720000,21417,4070
6709,536720000,536800000,23510,4370
6710,536800000,536880000,16421,3525
6711,536880000,536960000,12758,2413
6712,536960000,537040000,21528,4064
6713,537040000,537120000,23828,4284
6714,537120000,537200000,15794,3405
6715,537200000,537280000,13391,2604
6716,537280000,537360000,22603,4089
6717,537360000,537440000,20634,3934
